vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,603.bwaves_s,t_603.bwaves_s,607.cactuBSSN_s,t_607.cactuBSSN_s,619.lbm_s,t_619.lbm_s,621.wrf_s,t_621.wrf_s,627.cam4_s,t_627.cam4_s,628.pop2_s,t_628.pop2_s,638.imagick_s,t_638.imagick_s,644.nab_s,t_644.nab_s,649.fotonik3d_s,t_649.fotonik3d_s,654.roms_s,t_654.roms_s
Intel,Hewlett Packard Enterprise,Xeon Gold 5222,HPE,3800,3900,x86_64,4,1,4,1,1,32,32,1024.0,16896.0,197728840,6,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,4,cpu2017-20190524-14360.csv,157.114266,375.51014,32.633106,510.830937,26.738007,195.900915,37.490447,352.783206,20.537266,431.556949,32.772777,362.282387,19.303755,747.315725,35.091903,497.892639,33.999646,268.120438,28.545814,551.569496
Intel,Cisco Systems,Xeon Gold 6252N,Cisco Systems,2300,3600,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,791174132,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20190917-18415.csv,541.276523,108.997892,165.82443,100.52801,104.573881,50.088989,125.026269,105.785769,109.398391,81.015817,59.031279,201.130658,144.764786,99.651306,261.092091,66.918917,84.586271,107.771626,168.058112,93.687831
Intel,NEC Corporation,Xeon Gold 6132,NEC Corporation,2600,3700,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,197737808,12,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,28,cpu2017-20190204-10932.csv,415.74655,141.908574,125.479506,132.85038,39.946025,131.126938,82.397055,160.515446,73.327988,120.867901,58.927596,201.484546,93.497992,154.292083,186.642744,93.611997,75.566754,120.635062,97.715214,161.131511
Intel,Huawei,Xeon Gold 6150,Huawei,2700,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,394174996,12,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,36,cpu2017-20180518-05731.csv,494.43304,119.32455,153.688246,108.46633,43.747204,119.733365,91.455297,144.617102,92.15905,96.170696,69.496235,170.843788,116.412601,123.921293,211.719085,82.524445,83.736273,108.865605,113.041936,139.284593
Intel,Dell Inc.,Xeon E-2224G,Dell Inc.,3500,4700,x86_64,4,1,4,1,1,32,32,256,8192.0,65801564,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,4,cpu2017-20200203-20814.csv,79.234878,744.596338,40.342046,413.216525,16.191412,323.504821,31.823716,415.601996,18.981842,466.919914,31.248241,379.957382,20.976715,687.714925,38.677978,451.729928,17.651566,516.441426,15.438251,1019.86941
Intel,Cisco Systems,Xeon Gold 6244,Cisco Systems,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,791209664,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,16,cpu2017-20190930-18820.csv,436.564522,135.141536,100.606707,165.694718,84.479802,62.002986,108.618091,121.766088,57.269661,154.759078,66.095016,179.635329,75.499971,191.072921,139.692686,125.074551,79.906359,114.083536,112.831989,139.54376
AMD,ASUSTeK Computer Inc.,EPYC 7252,ASUSTeK Computer Inc.,3100,3200,x86_64,16,2,8,1,1,32,32,512,65536.0,528197632,8,67108864.0,3200,240.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,16,cpu2017-20200413-21918.csv,159.785872,369.231642,76.964354,216.593774,18.870361,277.578159,56.027888,236.061015,34.350185,258.018991,43.431431,273.37345,39.229529,367.733192,70.322828,248.454172,32.966448,276.523572,55.40541,284.178026
Intel,Supermicro,Xeon Platinum 8180,Supermicro,2500,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394859192,12,33554432.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180612-06894.csv,456.040538,129.370078,194.012504,85.922297,42.647098,122.821956,91.992502,143.772587,106.794262,82.99135,53.166586,223.316955,153.48294,93.990902,296.017362,59.023565,82.5806,110.389123,139.842586,112.590881
Intel,Dell Inc.,Xeon Gold 5215,Dell Inc.,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,197482460,12,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,40,cpu2017-20190513-13695.csv,239.086736,246.764003,88.915358,187.481673,45.393159,115.391837,89.837795,147.220889,63.229451,140.172021,47.584106,249.516089,59.770656,241.355894,137.258738,127.292442,44.661908,204.111296,51.67758,304.677582
Intel,Lenovo Global Technology,Xeon Gold 5215L,Lenovo Global Technology,2500,3400,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395886764,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,20,cpu2017-20190430-13334.csv,353.554955,166.870805,95.971339,173.697691,72.873148,71.878328,83.228444,158.912018,51.463767,172.218252,60.329858,196.801393,64.826795,222.531441,118.577953,147.346109,70.462341,129.374072,79.198297,198.804779
Intel,Huawei,Xeon Gold 6152,Huawei,2100,3700,x86_64,44,1,22,2,2,32,32,1024.0,30976.0,394175288,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,44,cpu2017-20180809-08281.csv,484.385557,121.799668,169.21551,98.513428,46.287757,113.161672,84.140969,157.188587,93.690406,94.5988,64.53042,183.990744,121.21255,119.014079,233.038105,74.974863,86.676481,105.172705,125.313375,125.645008
Intel,Hewlett Packard Enterprise,Xeon Platinum 8153,HPE,2000,2800,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,197572716,24,8388608.0,2666,960.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,32,cpu2017-20171017-00178.csv,470.854334,125.299898,119.972129,138.948939,42.678326,122.732087,71.022865,186.221719,63.421974,139.746518,58.554691,202.767701,75.322932,191.522018,132.011263,132.352343,77.239023,118.023244,133.353019,118.070068
Intel,Lenovo Global Technology,Xeon Gold 5119T,Lenovo Global Technology,1900,3200,x86_64,56,1,14,4,4,32,32,1024.0,19712.0,1584976696,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180511-05423.csv,699.649889,84.325033,147.828288,112.765968,69.026373,75.884039,55.049804,240.255168,80.36393,110.285796,26.036402,456.015397,119.984786,120.23191,210.308451,83.077974,95.463702,95.491792,150.464183,104.642844
Intel,Lenovo Global Technology,Xeon Gold 5118,Lenovo Global Technology,2300,3200,x86_64,48,1,12,4,4,32,32,1024.0,16896.0,792252800,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20180528-06049.csv,696.611212,84.692866,146.17315,114.042832,66.979232,78.203345,59.244418,223.24466,78.905664,112.324002,46.828828,253.540404,90.641334,159.154762,217.933929,80.171087,97.584125,93.416834,131.963741,119.313077
Intel,Lenovo Global Technology,Xeon Gold 5122,Lenovo Global Technology,3600,3700,x86_64,16,1,4,4,4,32,32,1024.0,16896.0,1584976784,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20171114-00680.csv,489.198143,120.601439,72.791198,229.011206,61.505022,85.163777,64.454951,205.197579,49.512044,179.006951,47.743444,248.68336,61.781281,233.501147,113.947707,153.333493,86.598156,105.26783,85.178443,184.847239
Intel,Supermicro,Xeon Silver 4109T,Supermicro,2000,3000,x86_64,8,1,8,1,1,32,32,1024.0,11264.0,196689748,6,33554432.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,8,cpu2017-20181002-09037.csv,170.372396,346.288491,44.677366,373.119579,17.244423,303.750372,29.872199,442.752811,14.873046,595.910194,31.158413,381.052789,21.413536,673.686025,42.360541,412.45932,35.756168,254.949017,32.716523,481.255304
Intel,Hewlett Packard Enterprise,Xeon Bronze 3104,HPE,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,197752788,24,8388608.0,2666,600.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,12,cpu2017-20171128-01161.csv,205.304492,287.368286,45.73771,364.46949,25.779095,203.187895,27.802002,475.72114,17.210548,514.974896,28.390199,418.207699,21.940255,657.51287,39.543071,441.847324,44.183144,206.323029,38.169565,412.501428
Intel,Hewlett Packard Enterprise,Xeon Gold 6134,HPE,3200,3700,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,197751352,12,16777216.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20171226-02345.csv,427.381403,138.045314,90.818381,183.55315,39.844905,131.45972,60.714169,217.840419,52.192716,169.812967,60.310974,196.863012,62.807411,229.686271,111.004992,157.398327,76.689696,118.868642,99.649821,158.003294
Intel,Lenovo Global Technology,Xeon Platinum 8160,Lenovo Global Technology,2100,3700,x86_64,96,1,24,4,4,32,32,1024.0,33792.0,1584766852,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,96,cpu2017-20171212-01733.csv,852.83582,69.178614,225.96526,73.772402,80.688919,64.915977,77.487015,170.686663,144.901752,61.165582,59.409211,199.851163,223.543216,64.533383,378.432337,46.169416,111.596867,81.686881,267.474098,58.865513
Intel,Huawei,Xeon Platinum 8158,Huawei,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180618-07064.csv,479.033064,123.160601,128.143084,130.088956,44.467239,117.794585,82.761043,159.809489,73.613953,120.39837,66.449701,178.676501,87.375699,165.103115,159.27157,109.699427,82.957333,109.887814,114.562904,137.435413
AMD,Dell Inc.,EPYC 7542,Dell Inc.,2900,3400,x86_64,64,2,32,1,8,32,32,512,131072.0,263737408,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,32,cpu2017-20191014-19043.csv,284.493525,207.379061,158.932653,104.887194,27.61572,189.674575,121.17145,109.151124,70.421319,125.856773,64.441758,184.243886,141.206579,102.162379,201.050991,86.903327,54.057874,168.634083,112.854317,139.516152
Intel,Supermicro,Xeon E3-1275 v6,Supermicro,3800,4200,x86_64,4,1,4,1,1,32,32,256,8192.0,65757220,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181015-09213.csv,70.387178,838.192431,38.714846,430.584171,6.569228,797.353992,27.326083,484.006441,16.634013,532.823934,26.340823,450.745213,18.961662,760.798296,36.078111,484.282559,15.942666,571.798968,12.901587,1220.392458
Intel,Lenovo Global Technology,Xeon Platinum 8160,Lenovo Global Technology,2100,3700,x86_64,96,1,24,4,4,32,32,1024.0,33792.0,792255136,48,16777216.0,2666,800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,96,cpu2017-20171225-02188.csv,816.737925,72.236146,205.676016,81.0498,78.393356,66.816887,68.667942,192.608074,140.253375,63.192775,54.897974,216.273918,220.670621,65.373451,373.855333,46.734655,104.750303,87.026001,166.782113,94.404608
Intel,Huawei,Xeon Silver 4114,Huawei,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394174584,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,20,cpu2017-20180611-06779.csv,360.514485,163.649458,89.230057,186.820457,35.129738,149.104444,52.724045,250.853287,43.762379,202.525553,53.496661,221.939087,53.440445,269.945356,93.61552,186.635721,67.925163,134.206524,70.627072,222.931513
Intel,Huawei,Xeon Platinum 8168,Huawei,2700,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,394145208,24,16777216.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20180122-02726.csv,493.651997,119.513342,177.262521,94.041312,44.176942,118.568642,89.641782,147.542805,109.220147,81.148032,66.528926,178.463727,143.182141,100.752789,270.208188,64.661253,84.070296,108.433066,151.889907,103.660607
Intel,Hewlett Packard Enterprise,Xeon Gold 6222V,HPE,1800,3600,x86_64,80,1,20,4,4,32,32,1024.0,28160.0,792251492,24,33554432.0,2666,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,80,cpu2017-20190819-16802.csv,770.429395,76.578075,181.917215,91.635088,128.901348,40.635727,126.809966,104.297796,129.418194,68.483416,50.210026,236.466717,124.632859,115.747967,306.632281,56.980302,102.316514,89.096077,230.201047,68.396735
Intel,Dell Inc.,Xeon Platinum 8260,Dell Inc.,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394684328,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,96,cpu2017-20190513-13639.csv,452.889995,130.270045,148.510927,112.247633,95.904592,54.61678,124.788668,105.987188,126.213576,70.22224,66.999399,177.210544,127.049799,113.546028,291.631055,59.911315,76.075273,119.828686,165.964883,94.869467
Intel,Dell Inc.,Xeon Bronze 3206R,Dell Inc.,1900,1900,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,394837836,24,16777216.0,2933,1966.08,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.0.5.281 of Intel C/C++,Yes,tmpfs,16,cpu2017-20200525-22547.csv,289.875471,203.528777,60.092461,277.405844,45.866756,114.200358,59.750484,221.353856,29.651904,298.901547,41.480492,286.230937,34.734145,415.326183,62.658584,278.844477,52.454847,173.787561,60.737019,259.232347
Intel,Hewlett Packard Enterprise,Xeon Platinum 8160,HPE,2100,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,197746172,24,8388608.0,2666,400.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20171114-00834.csv,489.331689,120.568525,163.481289,101.968856,44.199905,118.507042,82.557076,160.204317,99.824307,88.785991,63.155014,187.997743,125.063092,115.349779,222.18518,78.637108,84.730226,107.588524,145.773108,108.01032
Intel,Lenovo Global Technology,Xeon Gold 5220,Lenovo Global Technology,2200,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,197701940,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20190416-12098.csv,483.044245,122.13788,135.377203,123.137424,90.268406,58.026947,113.214731,116.822253,82.224545,107.790198,62.272665,190.661503,95.59749,150.903544,181.324971,96.357385,80.381657,113.408959,111.956642,140.6348
Intel,Lenovo Global Technology,Xeon Gold 6136,Lenovo Global Technology,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,395919316,12,33554432.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20171211-01523.csv,455.973152,129.389197,120.507384,138.331772,41.585337,125.957858,88.197842,149.958318,70.447101,125.810713,64.877568,183.006242,89.424464,161.320508,165.099168,105.827305,78.132907,116.672992,107.116377,146.989661
Intel,Dell Inc.,Xeon Silver 4210,Dell Inc.,2200,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395662168,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,40,cpu2017-20190513-13643.csv,218.160253,270.43423,81.525093,204.476922,42.794323,122.399412,79.441272,166.487768,56.908892,155.74016,42.606645,278.665451,53.209449,271.11726,123.467543,141.510875,41.925744,217.432038,47.501781,331.461254
Intel,Dell Inc.,Xeon Gold 5222,Dell Inc.,3800,3900,x86_64,16,2,4,2,4,32,32,1024.0,16896.0,394700100,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,16,cpu2017-20190513-13665.csv,284.164587,207.619115,58.777843,283.610273,34.949323,149.874146,67.315938,196.476502,39.217628,225.995311,47.747081,248.664418,37.168435,388.125027,80.055486,218.248627,59.222302,153.928497,60.065138,262.132088
Intel,Hewlett Packard Enterprise,Xeon Gold 6238M,HPE,2100,3700,x86_64,88,1,22,4,4,32,32,1024.0,30976.0,792250008,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,88,cpu2017-20190625-15686.csv,873.915959,67.509924,202.349797,82.382094,141.325668,37.063331,136.001652,97.248819,147.989255,59.889483,53.111344,223.549231,213.339959,67.619775,377.996248,46.222681,110.532099,82.47378,241.056095,65.316747
Intel,NEC Corporation,Xeon Gold 5120,NEC Corporation,2200,3200,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,197749556,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,28,cpu2017-20180809-08237.csv,396.839223,148.66978,114.31514,145.824954,37.343503,140.265364,67.640964,195.532399,59.896966,147.970766,51.831224,229.070414,75.488686,191.101486,147.940623,118.101436,70.749585,128.848813,90.754187,173.490619
Intel,Lenovo Global Technology,Xeon Gold 6128,Lenovo Global Technology,3400,3700,x86_64,12,1,6,2,2,32,32,1024.0,19712.0,395883480,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,12,cpu2017-20180529-06227.csv,344.885707,171.065367,73.051967,228.193719,35.592667,147.165147,58.877601,224.635512,38.320856,231.283976,56.892095,208.693316,49.135089,293.598737,85.742616,203.772648,65.538835,139.093104,78.952415,199.423918
Intel,Lenovo Global Technology,Xeon Platinum 8280L,Lenovo Global Technology,2700,4000,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,1584944892,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,btrfs,112,cpu2017-20190916-18172.csv,800.087942,73.739394,215.718232,77.276732,155.16984,33.75656,140.277566,94.284499,174.058804,50.919573,67.546403,175.775458,266.323512,54.167204,512.33474,34.102704,125.540552,72.613987,431.392224,36.498108
Intel,"New H3C Technologies Co., Ltd.",Xeon Gold 5218,"New H3C Technologies Co., Ltd.",2300,3900,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,196457712,12,16777216.0,2933,960.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,xfs,32,cpu2017-20190628-15908.csv,456.354021,129.28121,128.062829,130.170481,86.718086,60.402625,107.992417,122.471562,71.190295,124.497306,62.119806,191.130667,86.492195,166.789616,169.027502,103.367794,79.828139,114.195321,143.613349,109.634655
Intel,Lenovo Global Technology,Xeon Silver 4215R,Lenovo Global Technology,3200,4000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197455036,12,16777216.0,2933,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.5.281 of Intel,Yes,xfs,16,cpu2017-20200608-22738.csv,311.508005,189.394812,86.34881,193.054194,66.349106,78.946053,80.958109,163.36844,41.072379,215.789789,51.579254,230.189446,60.521209,238.362719,116.770876,149.62635,61.083226,149.239008,70.695486,222.715776
Intel,Dell Inc.,Xeon Silver 4216,Dell Inc.,2100,3200,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394695596,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,32,cpu2017-20190611-15337.csv,418.726008,140.898819,118.699148,140.439087,82.018325,63.863777,109.998527,120.237974,71.288031,124.326621,63.578124,186.746624,89.079922,161.944461,167.705707,104.182501,70.891591,128.59071,139.008023,113.266844
Intel,Supermicro,Xeon E-2124G,Supermicro,3400,4500,x86_64,4,1,4,1,1,32,32,256,8192.0,65878064,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,4,cpu2017-20190611-15261.csv,79.280319,744.169555,38.591739,431.957735,16.145195,324.430891,31.351277,421.86479,18.461721,480.074413,30.708524,386.635317,19.548126,737.973554,36.066022,484.444895,17.835936,511.102965,15.312141,1028.268975
Intel,Supermicro,Xeon Silver 4114,Supermicro,2200,3000,x86_64,10,1,10,1,1,32,32,1024.0,14080.0,196686636,6,33554432.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,10,cpu2017-20181015-09230.csv,188.700832,312.65363,57.81311,288.342904,18.473696,283.538279,40.020859,330.477666,19.417332,456.447867,40.599663,292.440851,28.654505,503.446148,56.991122,306.574064,38.359652,237.645534,40.035734,393.273666
Intel,Lenovo Global Technology,Xeon Gold 6262V,Lenovo Global Technology,1900,3600,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,395878480,24,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.0.117 of Intel,Yes,xfs,48,cpu2017-20190819-17108.csv,448.564815,131.526143,151.791174,109.821932,85.909068,60.971445,116.314673,113.708784,98.264004,90.195795,60.597247,195.932995,112.956906,127.712422,224.042292,77.985276,77.42036,117.746805,141.090015,111.595424
Intel,Huawei,Xeon Gold 6142,Huawei,2600,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394174888,12,33554432.0,2666,1800.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,32,cpu2017-20181025-09294.csv,481.804293,122.452209,149.45798,111.536366,44.93065,116.579663,89.523801,147.737248,82.640393,107.247796,69.229148,171.502906,99.630635,144.794821,205.208018,85.142872,83.303506,109.431168,137.400729,114.591823
Intel,Dell Inc.,Xeon Gold 6234,Dell Inc.,3300,4000,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,394678208,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,16,cpu2017-20191125-20118.csv,403.76123,146.121013,93.680399,177.945442,75.421885,69.449338,107.416447,123.128258,55.094714,160.868428,65.211438,182.069286,67.075291,215.071746,129.990713,134.409602,75.195499,121.23066,109.98589,143.154727
